Linux 4.18.0-348.23.1.el8_5.aarch64 (cna0146.deucalion.macc.fccn.pt) 	16/03/26 	_aarch64_	(48 CPU)

11:48:51      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:49:16        0      2709    0.00    0.20    0.00    0.00    0.20    38  ptlrpcd_03_02
11:49:16        0      2710    0.00    0.20    0.00    0.00    0.20    42  ptlrpcd_03_03
11:49:16        0      2711    0.00    0.20    0.00    0.00    0.20    42  ptlrpcd_03_04
11:49:16        0      2712    0.00    0.20    0.00    0.00    0.20    44  ptlrpcd_03_05
11:49:16        0      2714    0.00    0.20    0.00    0.00    0.20    44  ptlrpcd_03_07
11:49:16        0      2718    0.00    0.20    0.00    0.00    0.20    43  ptlrpcd_03_11
11:49:16        0      2740    0.00    0.20    0.00    0.00    0.20    45  ldlm_bl_02
11:49:16        0     10846    0.00    0.20    0.00    0.00    0.20    31  ldlm_bl_05
11:49:16        0     10847    0.00    0.20    0.00    0.00    0.20    39  ldlm_bl_06
11:49:16        0     10848    0.00    0.20    0.00    0.00    0.20    26  ldlm_bl_07
11:49:16        0     10850    0.00    0.20    0.00    0.00    0.20    45  ldlm_bl_09
11:49:16        0     12870    0.00    0.20    0.00    0.00    0.20    25  ldlm_bl_11
11:49:16        0     12871    0.00    0.20    0.00    0.00    0.20    13  ldlm_bl_12
11:49:16        0     12872    0.00    0.20    0.00    0.00    0.20     9  ldlm_bl_13
11:49:16        0     12877    0.00    0.20    0.00    0.00    0.20    40  ldlm_bl_18
11:49:16        0     12884    0.00    0.20    0.00    0.00    0.20    39  ldlm_bl_25
11:49:16        0     12885    0.00    0.20    0.00    0.00    0.20    42  ldlm_bl_26
11:49:16        0     12887    0.00    0.20    0.00    0.00    0.20    41  ldlm_bl_28
11:49:16    30910    121285    0.60    1.00    0.00    0.00    1.60    15  pidstat
11:49:16    30910    121579    0.60    1.20    0.00    0.00    1.80    47  pidstat
11:49:16    30910    122103    0.80    0.80    0.00    0.00    1.60    16  pidstat
11:49:16    30910    124653    0.40    1.20    0.00    0.00    1.60     4  pidstat
11:49:16    30910    124654   22.80   10.60    0.00    0.00   33.40     5  python
11:49:16    30910    124655  176.00    6.40    0.00    0.00  182.40    24  java

11:49:11      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:49:16    30910    124654    168.80      0.00  235328   74304   0.23  python
11:49:16    30910    124655    426.40      0.00 14410240  577216   1.75  java

11:49:16      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:49:21        0      1424    4.60    2.40    0.00    0.00    7.00    26  node_exporter
11:49:21        0      1450    0.00    0.20    0.00    0.00    0.20     9  NetworkManager
11:49:21      201      1723    0.20    0.00    0.00    0.00    0.20    29  telegraf
11:49:21        0      2653    0.00    0.20    0.00    0.00    0.20     1  kiblnd_sd_00_01
11:49:21        0      2654    0.00    0.20    0.00    0.00    0.20     9  kiblnd_sd_00_02
11:49:21        0      2656    0.00    0.20    0.00    0.00    0.20    16  kiblnd_sd_01_00
11:49:21        0      2658    0.00    0.20    0.00    0.00    0.20    20  kiblnd_sd_01_02
11:49:21        0      2659    0.00    0.20    0.00    0.00    0.20    23  kiblnd_sd_01_03
11:49:21        0      2661    0.00    0.20    0.00    0.00    0.20    34  kiblnd_sd_02_01
11:49:21        0      2662    0.00    0.20    0.00    0.00    0.20    31  kiblnd_sd_02_02
11:49:21        0      2663    0.00    0.20    0.00    0.00    0.20    34  kiblnd_sd_02_03
11:49:21        0      2678    0.00    0.20    0.00    0.00    0.20     7  ptlrpcd_00_07
11:49:21        0      2700    0.00    0.20    0.00    0.00    0.20    29  ptlrpcd_02_05
11:49:21        0      2713    0.00    0.20    0.00    0.00    0.20    40  ptlrpcd_03_06
11:49:21        0      2715    0.00    0.20    0.00    0.00    0.20    41  ptlrpcd_03_08
11:49:21        0      4018    0.00    0.20    0.00    0.00    0.20     1  ldlm_bl_03
11:49:21        0     10849    0.00    0.20    0.00    0.00    0.20    34  ldlm_bl_08
11:49:21        0     12873    0.00    0.20    0.00    0.00    0.20    37  ldlm_bl_14
11:49:21        0     12886    0.00    0.20    0.00    0.00    0.20    29  ldlm_bl_27
11:49:21        0    111657    0.20    0.00    0.00    0.00    0.20    47  kworker/47:2-events
11:49:21        0    114592    0.00    0.20    0.00    0.00    0.20    45  kworker/u96:1-ipoib_wq
11:49:21    30910    121285    0.40    1.20    0.00    0.00    1.60    15  pidstat
11:49:21    30910    121579    0.40    1.20    0.00    0.00    1.60    36  pidstat
